"artist","track","plays","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_s","liked"
"Kanye West","Come to Life",6,0.44,0.465,"D#",-6.592,"Major",0.0318,0.689,1.26e-06,0.384,0.241,126.937,"4/4",310,0
"Kanye West","Dark Fantasy",5,0.599,0.587,"F",-5.919,"Major",0.0423,0.274,0,0.167,0.373,87.998,"4/4",281,0
"Kanye West","Devil in a New Dress",1,0.435,0.76,"G#",-4.935,"Minor",0.0721,0.0175,0,0.158,0.206,80.082,"4/4",352,0
"Kanye West","Donda",7,0.534,0.491,"A#",-7.945,"Major",0.0545,0.849,0,0.192,0.428,105.989,"5/4",128,0
"Kanye West","Donda Chant",1,0.702,0.0474,"D#",-15.198,"Minor",0.526,0.00516,1.22e-06,0.147,0.175,102.983,"4/4",52,0
"Kanye West","Every Hour",3,0.588,0.793,"G",-6.23,"Major",0.0794,0.466,0.000647,0.913,0.694,76.997,"5/4",112,0
"Kanye West","Everything We Need",5,0.894,0.416,"A",-6.823,"Minor",0.0538,0.312,0,0.146,0.463,116.96,"4/4",117,0
"Kanye West","Facts (Charlie Heat Version)",3,0.777,0.662,"C#",-3.761,"Minor",0.143,0.0518,0,0.168,0.4,142.059,"4/4",201,0
"Kanye West","Fade",8,0.752,0.765,"A",-5.805,"Minor",0.0908,0.118,0,0.31,0.309,105.998,"4/4",194,1
"Kanye West","Famous",52,0.465,0.735,"F#",-3.715,"Major",0.117,0.0711,0,0.0975,0.409,173.935,"4/4",196,1
"Kanye West","Father Stretch My Hands Pt. 1",6,0.724,0.573,"G",-4.113,"Major",0.0549,0.118,0,0.538,0.438,113.088,"4/4",136,0
"Kanye West","Feedback",6,0.811,0.566,"G#",-6.033,"Minor",0.517,0.563,0,0.104,0.169,100.224,"4/4",147,0
"Kanye West","FML",4,0.527,0.415,"F",-7.184,"Major",0.131,0.329,0,0.195,0.12,125.357,"4/4",236,0
"Kanye West","Follow God",35,0.529,0.9,"C#",-3.503,"Major",0.418,0.000248,1.21e-05,0.0426,0.434,180.291,"4/4",105,1
"Kanye West","Frank's Track",7,0.655,0.179,"B",-6.903,"Major",0.0722,0.976,0,0.105,0.758,140.687,"4/4",38,0
"Kanye West","Freestyle 4",4,0.564,0.537,"A",-8.381,"Minor",0.095,0.0449,0,0.0907,0.459,126.036,"4/4",123,0
"Kanye West","Get Em High",1,0.614,0.644,"B",-5.672,"Minor",0.373,0.184,0,0.489,0.649,84.788,"4/4",289,0
"Kanye West","Ghost Town",73,0.573,0.545,"G",-4.247,"Minor",0.0288,0.0969,0,0.329,0.297,83.378,"4/4",271,1
"Kanye West","God Breathed",4,0.325,0.311,"A#",-7.481,"Major",0.0442,0.289,6.74e-05,0.11,0.0789,92.744,"3/4",333,0
"Kanye West","God Is",4,0.656,0.637,"C#",-3.867,"Major",0.0256,0.34,0,0.187,0.267,105.037,"4/4",203,0
"Kanye West","Gold Digger",5,0.629,0.696,"C#",-5.572,"Minor",0.348,0.0195,0,0.0554,0.623,93.034,"4/4",208,0
"Kanye West","Good Life",1,0.439,0.808,"C#",-6.881,"Major",0.346,0.00305,0,0.439,0.487,82.962,"4/4",207,0
"Kanye West","Good Morning",1,0.48,0.631,"G",-5.488,"Major",0.116,0.0791,0.000105,0.149,0.515,84.164,"4/4",195,0
"Kanye West","Gorgeous",7,0.598,0.713,"F#",-3.625,"Minor",0.0326,0.0207,0.000175,0.431,0.118,91.964,"4/4",358,0
"Kanye West","Graduation Day",2,0.418,0.447,"C",-9.058,"Minor",0.338,0.684,2.1e-06,0.414,0.869,169.336,"4/4",82,0
"Kanye West","Hands On",3,0.514,0.393,"C#",-8.72,"Minor",0.529,0.558,0,0.282,0.598,78.039,"4/4",203,0
"Kanye West","Heartless",10,0.79,0.647,"A#",-5.983,"Minor",0.136,0.0515,0,0.248,0.654,87.999,"4/4",211,1
"Kanye West","Heaven and Hell",9,0.764,0.422,"C",-7.265,"Minor",0.119,0.0409,0,0.152,0.268,82.986,"4/4",145,1
"Kanye West","Hell of a Life",2,0.449,0.813,"G#",-5.478,"Major",0.129,0.00142,0.000172,0.106,0.452,177.962,"4/4",328,0
"Kanye West","Highlights",5,0.547,0.626,"D",-6.244,"Major",0.208,0.00572,0,0.313,0.346,101.971,"4/4",200,0
"Kanye West","Homecoming",53,0.667,0.747,"C#",-7.059,"Major",0.189,0.337,0,0.115,0.918,86.917,"4/4",203,1
"Kanye West","Hurricane",26,0.587,0.561,"C",-6.569,"Major",0.146,0.0466,0,0.109,0.351,80.009,"4/4",243,1
"Kanye West","I'll Fly Away",2,0.239,0.25,"F#",-11.414,"Major",0.0289,0.76,0,0.124,0.564,172.338,"4/4",70,0
"Kanye West","I Love It - (Freaky Girl) Edit",1,0.888,0.48,"C",-8.48,"Minor",0.255,0.014,0,0.256,0.389,104.108,"4/4",128,0
"Kanye West","I Love It (& Lil Pump)",38,0.901,0.522,"D",-8.304,"Major",0.33,0.0114,0,0.259,0.329,104.053,"4/4",128,1
"Kanye West","I Love Kanye",5,0.756,0.374,"F",-7.966,"Major",0.741,0.594,0,0.217,0.966,80.326,"4/4",45,0
"Kanye West","I Thought About Killing You",42,0.752,0.396,"D",-7.932,"Major",0.411,0.867,0,0.0486,0.417,116.016,"4/4",274,1
"Kanye West","I Wonder",2,0.542,0.466,"C",-8.665,"Major",0.0831,0.141,0.000445,0.125,0.124,191.385,"4/4",243,0
"Kanye West","Jail",12,0.458,0.571,"E",-6.739,"Major",0.0949,0.535,0.000305,0.0846,0.586,110.013,"4/4",297,1
"Kanye West","Jail Pt 2",5,0.7,0.572,"E",-6.459,"Major",0.0515,0.453,0,0.0871,0.686,109.985,"4/4",297,0
"Kanye West","Jesus Is Lord",2,0.243,0.26,"E",-5.876,"Minor",0.0305,0.828,4.03e-05,0.532,0.327,76.61,"3/4",49,0
"Kanye West","Jesus Lord",7,0.477,0.713,"C#",-6.805,"Major",0.126,0.0984,0.00844,0.0879,0.113,106.137,"5/4",539,0
"Kanye West","Jesus Lord Pt 2",2,0.524,0.726,"G#",-6.628,"Major",0.0941,0.0705,0.0192,0.0877,0.146,107.4,"5/4",691,0
"Kanye West","Jesus Walks",1,0.637,0.834,"D#",-4.686,"Minor",0.323,0.614,0,0.317,0.715,87.312,"4/4",194,0
"Kanye West","Jonah",9,0.459,0.431,"A",-8.375,"Minor",0.256,0.795,0,0.274,0.128,177.3,"4/4",195,1
"Kanye West","Junya",8,0.752,0.69,"G",-3.948,"Major",0.0642,0.27,0,0.303,0.396,148.07,"4/4",148,1
"Kanye West","Junya Pt 2",2,0.753,0.767,"G",-3.773,"Major",0.0731,0.309,0,0.279,0.258,148.13,"4/4",183,0
"Kanye West","Keep My Spirit Alive",15,0.513,0.644,"C",-6.387,"Major",0.344,0.201,0.00033,0.194,0.087,166.35,"4/4",221,1
"Kanye West","Lift Yourself",12,0.877,0.435,"C",-8.131,"Major",0.136,0.0108,1.88e-06,0.115,0.589,98.008,"4/4",148,1
"Kanye West","Lord I Need You",4,0.711,0.428,"C#",-7.274,"Minor",0.307,0.145,0,0.534,0.197,83.036,"4/4",162,0
"Kanye West","Lost In The World",1,0.608,0.746,"F",-5.249,"Minor",0.184,0.115,0.0087,0.427,0.277,117.072,"4/4",257,0
"Kanye West","Love Lockdown",1,0.76,0.524,"C#",-7.67,"Minor",0.0323,0.0542,0.5,0.112,0.112,119.603,"4/4",270,0
"Kanye West","Low Lights",5,0.603,0.593,"G",-4.685,"Major",0.109,0.706,0,0.121,0.523,101.956,"4/4",132,0
"Kanye West","Mercy",1,0.563,0.496,"F#",-9.381,"Minor",0.406,0.0685,5.8e-05,0.173,0.426,139.993,"4/4",329,0
"Kanye West","Monster",5,0.628,0.692,"D",-5.64,"Major",0.202,0.00244,0.0129,0.668,0.0963,124.887,"5/4",379,0
"Kanye West","Moon",28,0.319,0.236,"F",-9.644,"Major",0.0318,0.898,1.62e-05,0.272,0.254,162.351,"4/4",156,1
"Kanye West","Never Let Me Down",1,0.459,0.816,"B",-4.872,"Minor",0.403,0.423,0,0.169,0.643,80.293,"4/4",324,0
"Kanye West","New Again",7,0.672,0.679,"C#",-4.546,"Minor",0.172,0.059,0,0.471,0.272,90.955,"4/4",183,0
"Kanye West","No Child Left Behind",6,0.161,0.327,"C#",-8.059,"Minor",0.0341,0.00632,0.792,0.138,0.0815,135.382,"3/4",178,0
"Kanye West","No Mistakes",29,0.643,0.646,"A#",-2.442,"Minor",0.0629,0.0393,0,0.109,0.35,80.174,"4/4",123,1
"Kanye West","No More Parties In LA",38,0.508,0.921,"F",-1.644,"Major",0.303,0.246,0,0.221,0.681,93.058,"4/4",374,1
"Kanye West","Off the Grid",19,0.546,0.64,"G#",-5.582,"Major",0.37,0.0438,0,0.137,0.63,137.728,"4/4",339,1
"Kanye West","Ok Ok",8,0.738,0.471,"B",-9.208,"Minor",0.402,0.319,1.28e-06,0.13,0.283,107.98,"5/4",205,1
"Kanye West","Ok Ok Pt 2",4,0.641,0.473,"B",-9.068,"Minor",0.422,0.406,2.14e-06,0.13,0.412,82.295,"4/4",205,0
"Kanye West","On God",40,0.41,0.886,"A",-4.413,"Minor",0.155,0.0671,0,0.461,0.393,72.577,"4/4",136,1
"Kanye West","On Sight",2,0.605,0.469,"A",-3.182,"Minor",0.327,0.487,0,0.28,0.515,101.601,"4/4",156,0
"Kanye West","Only One",6,0.732,0.243,"C",-6.023,"Major",0.0435,0.939,0,0.111,0.106,102.087,"4/4",280,0
"Kanye West","Paranoid",1,0.587,0.611,"F#",-7.408,"Major",0.106,0.114,9.83e-05,0.0765,0.464,114.991,"4/4",278,0
"Kanye West","POWER",4,0.542,0.914,"C",-4.747,"Minor",0.113,0.0161,0,0.744,0.576,153.993,"4/4",292,0
"Kanye West","Praise God",10,0.798,0.545,"C#",-6.466,"Major",0.168,0.00904,9.48e-05,0.258,0.212,118.029,"4/4",227,1
"Kanye West","Pt. 2",6,0.674,0.752,"B",-4.073,"Major",0.333,0.552,0,0.787,0.236,145.076,"4/4",130,0
"Kanye West","Pure Souls",2,0.381,0.528,"F",-6.997,"Major",0.0449,0.102,0,0.269,0.256,97.207,"4/4",359,0
"Kanye West","Real Friends",62,0.441,0.744,"F#",-6.248,"Minor",0.476,0.262,0.000382,0.138,0.124,81.396,"4/4",252,1
"Kanye West","Remote Control",5,0.792,0.548,"E",-7.079,"Major",0.082,0.0784,7.26e-05,0.167,0.197,110.105,"4/4",199,0
"Kanye West","RoboCop",1,0.698,0.447,"F",-8.04,"Minor",0.102,0.157,0.00564,0.405,0.407,133.776,"4/4",274,0
"Kanye West","Runaway",25,0.374,0.568,"C#",-3.825,"Minor",0.109,0.219,0.00219,0.513,0.111,84.733,"4/4",548,1
"Kanye West","Saint Pablo",4,0.461,0.772,"D",-3.98,"Minor",0.375,0.282,0,0.178,0.414,167.018,"4/4",372,0
"Kanye West","Say You Will",5,0.603,0.401,"C",-10.155,"Minor",0.0306,0.542,0.225,0.103,0.347,172.633,"4/4",378,0
"Kanye West","Selah",5,0.482,0.618,"A",-5.673,"Minor",0.197,0.647,0.000859,0.32,0.146,90.076,"3/4",165,0
"Kanye West","Siiiiiiiiilver Surffffeeeeer Intermission",3,0.788,0.409,"A",-11.917,"Major",0.881,0.982,0.000203,0.11,0.925,72.623,"4/4",57,0
"Kanye West","So Appalled",2,0.64,0.754,"C#",-5.873,"Minor",0.283,0.255,0,0.63,0.584,87.15,"4/4",398,0
"Kanye West","Spaceship",1,0.507,0.753,"F",-5.31,"Minor",0.19,0.503,0,0.573,0.657,178.068,"3/4",324,0
"Kanye West","Street Lights",1,0.644,0.487,"F#",-9.654,"Major",0.034,0.0287,0.0166,0.206,0.467,125.528,"4/4",190,0
"Kanye West","Stronger",1,0.617,0.717,"A#",-7.858,"Minor",0.153,0.00564,0,0.408,0.49,103.992,"4/4",312,0
"Kanye West","Tell the Vision",4,0.714,0.417,"D",-11.085,"Minor",0.0426,0.209,0,0.105,0.213,144.064,"3/4",104,0
"Kanye West","Touch the Sky",1,0.552,0.846,"A",-4.912,"Major",0.342,0.0114,0,0.309,0.554,98.56,"1/4",237,0
"Kanye West","Ultralight Beam",45,0.592,0.403,"C",-8.768,"Minor",0.414,0.62,0,0.54,0.391,105.169,"4/4",321,1
"Kanye West","Use This Gospel",2,0.611,0.459,"C",-3.926,"Minor",0.0422,0.614,0,0.126,0.177,148.28,"4/4",214,0
"Kanye West","Violent Crimes",66,0.669,0.419,"C#",-6.724,"Minor",0.522,0.376,0,0.187,0.0397,109.813,"4/4",215,1
"Kanye West","Wash Us in the Blood",73,0.67,0.847,"A#",-4.85,"Major",0.409,0.184,0,0.304,0.381,137.22,"4/4",190,1
"Kanye West","Water",5,0.505,0.281,"D",-12.404,"Major",0.1,0.57,0.000254,0.163,0.283,82.338,"4/4",168,0
"Kanye West","Waves",70,0.557,0.586,"A#",-4.57,"Major",0.0382,0.0528,7.33e-06,0.339,0.0681,96.091,"4/4",182,1
"Kanye West","We Don't Care",2,0.595,0.754,"B",-5.827,"Minor",0.181,0.0142,0,0.247,0.647,83.155,"4/4",240,0
"Kanye West","Welcome To Heartbreak",62,0.677,0.435,"G",-11.024,"Minor",0.033,0.0985,0.721,0.111,0.0729,95.991,"4/4",263,1
"Kanye West","Who Will Survive in America",1,0.677,0.842,"C#",-6.111,"Major",0.36,0.228,0.000684,0.856,0.595,116.166,"4/4",98,0
"Kanye West","Wolves",48,0.395,0.392,"C#",-8.034,"Major",0.0925,0.219,0.00173,0.134,0.103,155.856,"4/4",302,1
"Kanye West","Wouldn't Leave",50,0.556,0.432,"D#",-8.551,"Major",0.545,0.495,0,0.308,0.352,164.235,"4/4",206,1
"Kanye West","XTCY",16,0.553,0.759,"D",-3.385,"Major",0.0541,0.213,0,0.726,0.246,94.046,"4/4",177,1
"Kanye West","Ye vs. the People (starring TI as the People)",8,0.464,0.822,"C#",-1.881,"Major",0.294,0.0568,0,0.103,0.722,79.973,"4/4",203,1
"Kanye West","Yikes",78,0.683,0.776,"C#",-3.251,"Minor",0.341,0.15,0,0.227,0.223,173.996,"4/4",189,1
"Kap G","Marvelous Day (feat. Lil Uzi Vert & Gunna)",35,0.846,0.651,"G",-5.481,"Minor",0.128,0.634,0,0.125,0.581,140.048,"4/4",224,1
"Kap Slap","Hangover Love",1,0.63,0.877,"F#",-3.494,"Major",0.0891,0.0161,5.01e-05,0.117,0.615,200.035,"4/4",211,0
"Karol G","Tusa",1,0.803,0.715,"D",-3.28,"Major",0.298,0.295,0.000134,0.0574,0.574,101.085,"4/4",201,0
"Kasbo","About You",3,0.41,0.715,"B",-6.153,"Major",0.0882,0.0314,0.000347,0.365,0.231,175.088,"4/4",188,0
"Kasbo","Aldrig Mer (feat. TENDER)",1,0.359,0.774,"G",-5.789,"Major",0.0745,0.0649,0.104,0.11,0.141,184.739,"4/4",244,0
"Kasbo","Augusti, 05:19 (Interlude)",1,0.247,0.583,"A#",-10.425,"Major",0.043,0.629,0.915,0.115,0.0949,164.744,"4/4",142,0
"Kasbo","Bara Du",2,0.584,0.616,"G",-5.941,"Major",0.0257,0.294,0.0672,0.33,0.101,135.028,"4/4",154,0
"Kasbo","Bleed It Out",1,0.461,0.632,"G#",-5.56,"Minor",0.0353,0.179,5.01e-06,0.131,0.265,84.941,"4/4",219,0
"Kasbo","Bleed It Out (feat. Nea)",1,0.461,0.632,"G#",-5.56,"Minor",0.0353,0.179,5.01e-06,0.131,0.265,84.941,"4/4",219,0
"Kasbo","Blur",1,0.557,0.635,"A",-9.472,"Minor",0.0832,0.101,0.0059,0.0616,0.139,110.045,"4/4",228,0
"Kasbo","Found You",3,0.478,0.634,"C",-6.092,"Major",0.0728,0.395,0.00889,0.599,0.121,180.185,"4/4",196,0
"Kasbo","I Get You",2,0.57,0.786,"D#",-3.85,"Major",0.0379,0.251,0.000415,0.279,0.179,111.028,"4/4",238,0
"Kasbo","Lay It On Me (feat. Keiynan Lonsdale)",1,0.557,0.577,"B",-6.18,"Major",0.0721,0.342,0,0.12,0.154,100.055,"4/4",224,0
"Kasbo","Lune - Manila Killa Remix",8,0.503,0.83,"A#",-7.287,"Minor",0.0574,0.068,0.00011,0.105,0.146,130.006,"4/4",244,1
"Kasbo","Over You - Super Duper Remix",1,0.531,0.82,"F",-8.138,"Major",0.0341,0.000396,0.405,0.105,0.376,115.004,"4/4",223,0
"Kasbo","Over You (feat. Frida Sundemo)",10,0.541,0.702,"C",-6.884,"Major",0.0362,0.0187,0.0022,0.0788,0.079,115.01,"4/4",234,1
"Kasbo","Shut The World Out",1,0.496,0.679,"G#",-6.893,"Major",0.0345,0.0308,0.00327,0.316,0.224,105.059,"4/4",269,0
"Kasbo","Snö",1,0.393,0.632,"F",-8.118,"Major",0.0378,0.3,0.00339,0.367,0.156,100.056,"4/4",223,0
"Kasbo","Snow In Gothenburg",2,0.393,0.632,"F",-8.118,"Major",0.0378,0.3,0.00339,0.367,0.156,100.056,"4/4",223,0
"Kasbo","The Voice Says (feat. Charlie Kim)",2,0.191,0.563,"E",-7.472,"Major",0.0344,0.565,0.0061,0.17,0.0541,146.287,"4/4",225,0
"Kasbo","Your Tempo",2,0.496,0.838,"G#",-4.67,"Minor",0.0936,0.00671,3.23e-06,0.253,0.294,94.023,"4/4",200,0
"Kaskade","Can't Be Without",1,0.779,0.896,"G",-6.181,"Major",0.0886,0.00084,0.0177,0.0376,0.298,123.983,"4/4",187,0
"Kaskade","Cold as Stone",11,0.619,0.663,"G",-6.937,"Major",0.0366,0.237,0,0.111,0.142,123.93,"4/4",229,1
"Kaskade","Cold as Stone (feat. Charlotte Lawrence)",6,0.619,0.663,"G",-6.937,"Major",0.0366,0.237,0,0.111,0.142,123.93,"4/4",229,0
"Kaskade","Disarm You (feat. Ilsey)",3,0.446,0.793,"F",-3.912,"Minor",0.0556,0.0434,4.14e-05,0.159,0.313,127.799,"4/4",221,0
"Kaskade","Fakin It (feat. Ofelia K)",1,0.542,0.728,"D",-4.22,"Major",0.0383,0.00226,0.00242,0.236,0.13,123.982,"4/4",247,0
"Kaskade","Find Love",1,0.756,0.742,"G#",-6.759,"Major",0.0551,0.0446,0.0298,0.106,0.0396,120.009,"4/4",265,0
"Kaskade","Fun",5,0.839,0.922,"C",-3.166,"Major",0.0568,0.0215,0.00936,0.0548,0.328,122.986,"4/4",175,0
"Kaskade","Gone (feat. Late Night Alumni)",1,0.76,0.586,"C#",-7.529,"Minor",0.0542,0.108,0.00509,0.0859,0.53,96.997,"4/4",183,0
"Kaskade","In the Morning",1,0.701,0.904,"D#",-3.598,"Minor",0.0285,0.00318,0.0714,0.0963,0.239,122.98,"4/4",211,0
"Kaskade","It's You, It's Me",1,0.796,0.79,"G",-6.438,"Major",0.0432,0.00169,0.188,0.193,0.957,126.995,"4/4",294,0
"Kaskade","last chance",7,0.413,0.851,"D#",-4.69,"Minor",0.0605,0.0613,0.0167,0.107,0.171,127.875,"4/4",258,0
"Kaskade","Love Me Like You Used To",4,0.624,0.65,"F#",-6.209,"Minor",0.106,0.156,0,0.238,0.0702,103.998,"4/4",169,0
"Kaskade","MIA to LAS",1,0.765,0.724,"E",-8.275,"Minor",0.0871,0.00456,0.899,0.0647,0.161,120.005,"4/4",212,0
"Kaskade","Miles to Go",2,0.775,0.735,"F",-5.585,"Minor",0.0369,0.0363,0.131,0.103,0.172,125.025,"4/4",198,0
"Kaskade","More",3,0.706,0.812,"A#",-5.503,"Major",0.0413,0.0167,0,0.368,0.482,123.025,"4/4",191,0
"Kaskade","Move for Me",1,0.529,0.747,"C#",-6.087,"Major",0.0344,0.0567,0.00127,0.0957,0.195,128.014,"4/4",237,0
"Kaskade","Nobody Like You",2,0.62,0.569,"G",-10.041,"Minor",0.0642,0.492,0.592,0.15,0.0574,120.968,"4/4",241,0
"Kaskade","Nobody Like You - Sun Soaked Mix",3,0.62,0.569,"G",-10.041,"Minor",0.0642,0.492,0.592,0.15,0.0574,120.968,"4/4",241,0
"Kaskade","On Your Mind",1,0.835,0.828,"E",-4.512,"Minor",0.0949,0.00235,0.743,0.0602,0.178,107.995,"4/4",320,0
"Kaskade","Play with Me",2,0.772,0.653,"D#",-7.552,"Major",0.0596,0.0731,0.000108,0.113,0.179,119.965,"4/4",195,0
"Kaskade","Tight",2,0.877,0.857,"C#",-3.74,"Minor",0.126,0.0146,0.015,0.0569,0.822,124.015,"4/4",188,0
"Kaskade","Us",4,0.643,0.87,"B",-5.035,"Major",0.0567,0.00896,3.66e-05,0.0584,0.193,124.961,"4/4",195,0
"Kaskade","We Don't Stop",1,0.669,0.825,"D",-4.162,"Minor",0.0607,0.0199,2.13e-05,0.121,0.566,124.005,"4/4",256,0
"Kaskade","What I Say - Soft Shuffle Mix",1,0.714,0.726,"E",-8.145,"Minor",0.0408,0.0915,0.397,0.0708,0.295,123.994,"4/4",296,0
"Kaskade","Winter Wonderland",1,0.598,0.434,"G",-8.043,"Major",0.0298,0.0637,0,0.0868,0.0671,90.054,"4/4",194,0
"Kaskade","With You",3,0.362,0.921,"C#",-3.815,"Minor",0.486,0.123,0,0.19,0.529,172.191,"3/4",181,0
"Kaskade","With You - LöKii Remix",1,0.708,0.727,"A",-7.647,"Major",0.0389,0.0201,0.676,0.37,0.512,120.012,"4/4",231,0
"Kasper Lindmark","Grace",1,0.542,0.102,"G#",-18.934,"Major",0.0357,0.956,0.95,0.108,0.412,95.899,"4/4",53,0
"Kastra","U & Me",1,0.652,0.823,"G",-4.796,"Minor",0.0533,0.138,0.000352,0.106,0.355,126.012,"4/4",211,0
"Katherine Ho","Yellow",1,0.296,0.356,"G#",-10.904,"Major",0.0327,0.197,2.16e-06,0.0987,0.218,186.311,"4/4",249,0
"Katie","Remember - Recorded at Spotify Studios NYC",1,0.601,0.479,"B",-9.7,"Minor",0.0664,0.515,1.07e-05,0.0663,0.342,129.928,"4/4",232,0
"Katy Perry","California Gurls (feat. Snoop Dogg)",1,0.794,0.743,"C",-4.312,"Major",0.0514,0.00496,0,0.18,0.447,125.022,"4/4",235,0
"Katy Perry","Last Friday Night (T.G.I.F.)",1,0.652,0.812,"D#",-3.797,"Minor",0.0409,0.00125,3.01e-05,0.667,0.72,126.023,"4/4",231,0
"Katy Perry","Never Really Over",1,0.77,0.882,"G#",-4.792,"Major",0.0602,0.194,0,0.316,0.385,99.991,"4/4",224,0
"Kayzo","Alone - Sullivan King Remix",3,0.401,0.963,"F#",-0.263,"Minor",0.0826,0.00237,1.74e-05,0.105,0.174,149.961,"4/4",259,0
"Kayzo","ALRIGHT THEN",1,0.6,0.898,"C#",-3.399,"Minor",0.0577,0.00461,2.76e-05,0.217,0.221,149.991,"4/4",272,0
"Kayzo","Battle Drums",1,0.524,0.966,"A#",-2.141,"Major",0.452,0.0107,0.00327,0.439,0.386,89.896,"4/4",209,0
"Kayzo","Braincase",1,0.813,0.8,"B",-2.818,"Minor",0.335,0.00654,0.424,0.194,0.366,145.03,"4/4",192,0
"Kayzo","Breakable",1,0.34,0.766,"F",-5.397,"Minor",0.133,0.00586,1.03e-05,0.109,0.262,150.01,"4/4",195,0
"Kayzo","Cruel Love - Wooli Remix",90,0.481,0.789,"F",-3.134,"Minor",0.0488,0.0277,0,0.0655,0.27,154.999,"4/4",223,1
"Kayzo","holy",2,0.258,0.952,"B",-3.389,"Major",0.229,0.0133,0.00705,0.126,0.229,150.035,"4/4",230,0
"Kayzo","LA Never Says Goodbye (feat. Kyle Pavone)",1,0.267,0.669,"G",-7.092,"Major",0.0369,3.12e-05,0.592,0.0675,0.0767,77.216,"4/4",288,0
"Kayzo","Lifeline",3,0.442,0.958,"F",-1.841,"Minor",0.0848,0.0252,3.46e-06,0.259,0.304,149.884,"4/4",246,0
"Kayzo","Monster (feat. Matty Mullins of Memphis May Fire)",1,0.716,0.773,"A#",-4.862,"Minor",0.196,0.00976,0.000748,0.307,0.574,150.089,"4/4",235,0
"Kayzo","NIGHT TERROR (feat. Of Mice & Men)",1,0.657,0.744,"G",-5.193,"Major",0.0341,0.00225,0.0433,0.362,0.241,90.026,"4/4",205,0
"Kayzo","OVERLOAD",1,0.545,0.921,"C#",-3.881,"Major",0.126,0.000217,0.0277,0.164,0.146,149.998,"4/4",248,0
"Kayzo","Spin It Back",2,0.411,0.966,"D",-3.483,"Major",0.51,0.0051,0.314,0.0738,0.142,147.456,"4/4",169,0
"Kayzo","This Time",2,0.583,0.946,"D",-4.034,"Major",0.114,0.00328,0.39,0.148,0.262,149.921,"4/4",170,0
"Kayzo","Up In Flames (feat. Alex Gaskarth of All Time Low)",2,0.475,0.773,"C#",-5.093,"Major",0.0484,0.00192,1.26e-05,0.443,0.217,75.045,"4/4",208,0
"Kayzo","Wake Up",2,0.624,0.939,"G",-2.449,"Major",0.071,0.00102,0.00559,0.131,0.391,160.014,"4/4",316,0
"KC Lights","Cold Light",1,0.694,0.824,"G#",-5.933,"Major",0.0454,0.0305,0.00123,0.19,0.291,125.018,"4/4",179,0
"Ke$ha","Die Young",5,0.711,0.7,"C#",-4.805,"Minor",0.046,0.00498,0.000125,0.215,0.801,128.001,"4/4",212,0
"Ke$ha","TiK ToK",5,0.755,0.837,"D",-2.718,"Minor",0.142,0.0991,0,0.289,0.714,120.028,"4/4",200,0
"Ke$ha","We R Who We R",1,0.736,0.817,"G#",-4.9,"Major",0.0407,0.00987,0.00167,0.117,0.653,119.95,"4/4",205,0
"Keala Settle","This Is Me",2,0.284,0.704,"D",-7.276,"Major",0.186,0.00583,0.000115,0.0424,0.1,191.702,"4/4",235,0
"Kedzie","Darkest Deep feat. Micah Martin",1,0.388,0.799,"C",-3.432,"Minor",0.0404,0.000385,1.15e-05,0.103,0.141,150.078,"4/4",288,0
"Kehele Keff","Away From Here",1,0.45,0.868,"D#",-4.783,"Minor",0.0341,0.000388,8.89e-05,0.113,0.0909,150.054,"4/4",222,0
"Kehlani","Keep On",2,0.74,0.453,"F",-7.58,"Minor",0.151,0.264,7.13e-05,0.129,0.514,98.057,"4/4",209,0
"Kehlani","Nights Like This (feat. Ty Dolla $ign)",62,0.61,0.725,"G#",-5.131,"Major",0.15,0.367,0,0.154,0.291,146.163,"4/4",202,1
"Kehlani","Undercover - Adventure Club Remix",2,0.507,0.889,"C",-5.339,"Major",0.111,0.0125,0.00221,0.0826,0.0827,145.072,"4/4",206,0
"keiden","All Is Lost",1,0.602,0.812,"A#",-6.766,"Minor",0.464,0.143,0.00242,0.11,0.433,155.097,"4/4",187,0
"Keith Ape","IT G MA REMIX (feat. A$AP Ferg, Father, Dumbfoundead, Waka Flocka Flame)",15,0.787,0.743,"C#",-4.206,"Major",0.0642,0.061,0,0.294,0.454,102.076,"4/4",300,1
"Kelly Clarkson","Since U Been Gone",10,0.662,0.741,"C",-5.406,"Major",0.0334,0.00165,0.0303,0.114,0.404,131,"4/4",189,1
"Kelly Clarkson","Underneath the Tree",1,0.509,0.812,"G#",-5.439,"Major",0.0537,0.00128,1.99e-05,0.214,0.689,159.878,"4/4",230,0
"Kelsey Lu","Due West - Skrillex Remix",3,0.713,0.639,"A",-8.404,"Major",0.0448,0.17,0.00198,0.352,0.0394,103.986,"4/4",279,0
"Kendall Miles","isla bella",1,0.548,0.39,"E",-5.42,"Major",0.0504,0.852,0.879,0.124,0.549,85.865,"4/4",114,0
"Kendrick Lamar","A.D.H.D",49,0.609,0.799,"A",-6.883,"Major",0.24,0.33,0,0.108,0.582,157.74,"4/4",216,1
"Kendrick Lamar","All the Stars (with SZA)",96,0.698,0.633,"G#",-4.946,"Major",0.0597,0.0605,0.000194,0.0926,0.552,96.924,"4/4",232,1
"Kendrick Lamar","Alright",41,0.796,0.766,"G",-5.974,"Major",0.238,0.0742,0,0.0827,0.558,110.034,"4/4",219,1
