"","artist","track","plays","spotify_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration"
"560","Lizzo","Cuz I Love You",1,"6YdQgWSpsxhVeX6Xmv3IFJ",0.566,0.66,"C#",-4.039,"Major",0.0479,0.0156,0,0.234,0.52,162.159,"3/4",3M 0S
"561","Lizzo","Juice",2,"0k664IuFwVP557Gnx7RhIl",0.767,0.889,"G",-2.988,"Major",0.0963,0.00611,0,0.402,0.843,119.93,"4/4",3M 15S
"562","Lizzo","Like a Girl",3,"5I7sGubUsKo4mVJpBoSVUr",0.694,0.807,"D",-3.183,"Major",0.0888,0.0167,0,0.547,0.797,144.031,"4/4",3M 5S
"563","Lizzo","Lingerie",1,"3MtLXxxfzxke0Zfe7qwYW3",0.681,0.488,"C",-5.314,"Major",0.152,0.215,0.000766,0.11,0.628,132.077,"4/4",3M 22S
"564","Lizzo","Rumors (feat. Cardi B)",23,"6KgtcmCF9Ky68XC7ezxl3s",0.827,0.731,"E",-5.524,"Minor",0.088,0.13,0,0.418,0.607,118.992,"4/4",2M 53S
"565","Lizzo","Truth Hurts",4,"3HWzoMvoF3TQfYg4UPszDq",0.715,0.624,"E",-3.046,"Minor",0.114,0.11,0,0.123,0.412,158.087,"4/4",2M 53S
"566","Lola Blanc","Angry Too",1,"7pEGM6phhCcPXx0muMqFWW",0.551,0.742,"G#",-5.216,"Major",0.0724,0.0624,0.000221,0.0673,0.614,160.081,"4/4",3M 24S
"567","LØLØ","death wish",1,"7rT8JOfCiu2wCdP2NuS0zd",0.627,0.819,"C",-2.122,"Minor",0.0539,0.0526,0,0.0838,0.937,90.037,"4/4",3M 17S
"568","London On Da Track","No Flag (feat. Nicki Minaj, 21 Savage & Offset)",1,"1tyjWMMINb9S0YBynTvJ7s",0.809,0.58,"C#",-7.253,"Major",0.348,0.0856,0,0.115,0.146,157.961,"4/4",3M 32S
"569","Londrelle","Elevate Your Mind",1,"2i5cOYEX8h1RpbpVBj6OMJ",0.658,0.388,"A#",-9.681,"Minor",0.172,0.718,1.04e-06,0.175,0.151,81.041,"4/4",3M 40S
"570","Loona","Dance on My Own",1,"7jVQ1WS5RqUxRaKQVRaokc",0.658,0.725,"G",-4.22,"Major",0.0447,0.296,0,0.123,0.612,161.05,"4/4",2M 38S
"571","Loona","Not Friends (Sung by HeeJin, Kim Lip, JinSoul, Yves) (Prod. RYAN JHUN)",1,"0kgNAZLjWVm7YSnrmoBLa3",0.751,0.857,"B",-1.992,"Minor",0.0779,0.0289,0,0.227,0.622,103.948,"4/4",3M 16S
"572","Lorde","400 Lux",3,"7ynvnjTj1XI8ByUq3F8MUw",0.512,0.474,"D",-8.36,"Major",0.0371,0.0787,0.00345,0.134,0.194,183.991,"4/4",3M 54S
"573","Lorde","Big Star",11,"6Hgk1HQsWfx6VmivH45Csc",0.325,0.0471,"G",-20.674,"Major",0.0493,0.973,2.22e-05,0.207,0.282,173.004,"3/4",2M 47S
"574","Lorde","Biting Down",2,"45UvXCltvMpEPNLGzG0NYk",0.834,0.375,"C#",-10.91,"Minor",0.0588,0.749,0.0201,0.107,0.334,116.024,"4/4",3M 34S
"575","Lorde","Bravado",1,"02ZorlDGq0uTnMobHNh4EL",0.489,0.535,"G",-10.34,"Major",0.0933,0.539,0.0266,0.166,0.04,175.921,"4/4",3M 41S
"576","Lorde","Buzzcut Season - Live In Concert 2013",5,"1kG1a1eoAgg2WS4gXeyFsl",0.699,0.597,"F",-10.892,"Minor",0.0438,0.71,0.256,0.697,0.321,111.014,"4/4",4M 12S
"577","Lorde","California",16,"0ZJLssJk51m0r4j9OvXcju",0.448,0.406,"A",-11.214,"Major",0.0948,0.804,1.13e-06,0.28,0.561,185.377,"4/4",3M 12S
"578","Lorde","Dominoes",2,"7hyKvmmy6IUPvRP149vZyy",0.643,0.286,"G",-16.157,"Major",0.314,0.946,8.2e-06,0.117,0.657,158.632,"4/4",2M 3S
"579","Lorde","Fallen Fruit",13,"1F4QwL9Rj3retjba8AmkfA",0.478,0.284,"F#",-12.11,"Minor",0.0312,0.931,0.0103,0.175,0.0986,124.874,"4/4",3M 58S
"580","Lorde","Flicker (Kanye West Rework)",1,"0A8cJT245zXmWhcQWbtmw3",0.498,0.358,"F#",-10.23,"Major",0.0375,0.298,0,0.168,0.126,94.535,"4/4",4M 13S
"581","Lorde","Glory and Gore",1,"0SK9wxN40P6jlcMfTSAe0V",0.689,0.377,"C#",-8.761,"Major",0.0397,0.285,0,0.268,0.294,143.946,"4/4",3M 31S
"582","Lorde","Green Light",16,"6ie2Bw3xLj2JcGowOlcMhb",0.594,0.721,"D",-7.812,"Major",0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,"4/4",3M 55S
"583","Lorde","Hard Feelings/Loveless",3,"1Dp7JGFNjvg8Nk0CtMCcnr",0.487,0.445,"C#",-10.959,"Minor",0.113,0.0328,0.0104,0.0778,0.18,97.031,"4/4",6M 7S
"584","Lorde","Homemade Dynamite",1,"5u64RlrnvvbtNh6R0EMh6o",0.781,0.548,"C",-4.997,"Minor",0.0764,0.229,0,0.127,0.175,106.996,"4/4",3M 34S
"585","Lorde","Homemade Dynamite - Remix",1,"5u64RlrnvvbtNh6R0EMh6o",0.781,0.548,"C",-4.997,"Minor",0.0764,0.229,0,0.127,0.175,106.996,"4/4",3M 34S
"586","Lorde","Ladder Song",1,"7eIxWCwjk4YSiFujSPjEmK",0.36,0.124,"B",-10.44,"Minor",0.054,0.974,4.94e-05,0.114,0.0786,141.214,"5/4",3M 16S
"587","Lorde","Leader of a New Regime",5,"2ruVkS2EM4wgpILg5vd7mX",0.309,0.12,"D",-16.892,"Major",0.0301,0.924,3.43e-06,0.232,0.118,168.712,"4/4",1M 33S
"588","Lorde","Liability",17,"6Kkt27YmFyIFrcX3QXFi2o",0.587,0.229,"A#",-11.254,"Minor",0.128,0.92,0,0.1,0.379,75.67,"4/4",2M 52S
"589","Lorde","Liability (Reprise)",4,"7kEN6uPEaCTATwQKagVcVE",0.552,0.277,"C",-12.09,"Major",0.0635,0.904,0,0.107,0.26,77.759,"4/4",2M 16S
"590","Lorde","Million Dollar Bills",2,"3Lw7lWTJlcqlx8E9HFmByr",0.685,0.555,"A#",-6.4,"Minor",0.106,0.244,0.0223,0.118,0.437,81.978,"4/4",2M 18S
"591","Lorde","Mood Ring",7,"6FE9EXi8TYg09hR4xv5PWJ",0.709,0.459,"F",-11.193,"Major",0.0654,0.432,6.29e-06,0.23,0.377,95.014,"4/4",3M 46S
"592","Lorde","Oceanic Feeling",7,"5KvL5alARBxEIUKnjjlSsK",0.388,0.34,"C",-14.093,"Major",0.0521,0.855,0.000524,0.119,0.191,171.946,"4/4",6M 40S
"593","Lorde","Perfect Places",18,"7ARveOiD31w2Nq0n5FsSf8",0.622,0.58,"C#",-5.273,"Minor",0.0504,0.00241,2.95e-05,0.112,0.512,104.41,"4/4",3M 42S
"594","Lorde","Ribs",19,"0TEekvXTomKt3hdXDZxxeW",0.511,0.472,"E",-9.277,"Major",0.091,0.534,0.614,0.11,0.0399,127.978,"4/4",4M 19S
"595","Lorde","Royals",8,"2dLLR6qlu5UJ5gk0dKz0h3",0.674,0.428,"G",-9.504,"Major",0.122,0.121,0,0.132,0.337,84.878,"4/4",3M 10S
"596","Lorde","Secrets from a Girl (Who's Seen It All)",7,"7xgTVcQqY25wPns8HYxPXc",0.652,0.517,"E",-9.893,"Major",0.0422,0.6,1.12e-05,0.119,0.602,87.963,"4/4",3M 39S
"597","Lorde","Sober",1,"7eElVgPcxDqmgGrSwVFI74",0.796,0.467,"F#",-10.369,"Major",0.181,0.173,0.00411,0.126,0.516,107.901,"4/4",3M 17S
"598","Lorde","Solar Power",34,"5VmpLtRycwbA54XsTffKq4",0.735,0.47,"E",-9.405,"Major",0.1,0.266,0.000105,0.32,0.897,87.971,"4/4",3M 13S
"599","Lorde","Still Sane",1,"0t1D6NQt3uhZnam0yg8Wv3",0.357,0.361,"C",-12.14,"Major",0.0452,0.665,0.00592,0.0682,0.0958,131.601,"3/4",3M 8S
"600","Lorde","Stoned at the Nail Salon",24,"51dhTHnxNi215JiLXdyurb",0.466,0.113,"D",-13.325,"Major",0.0414,0.947,7.53e-05,0.0986,0.104,125.369,"4/4",4M 26S
"601","Lorde","Supercut",4,"6K8VQ84MqhsoakN5MjrnVR",0.562,0.437,"C",-10.229,"Major",0.052,0.219,2.18e-05,0.0806,0.15,124.852,"4/4",4M 38S
"602","Lorde","Swingin Party",1,"7otV7kSzDMo11qLlw8pAtr",0.337,0.245,"A#",-13.442,"Major",0.0384,0.92,2.56e-05,0.119,0.107,107.472,"4/4",3M 42S
"603","Lorde","Team",12,"3G6hD9B2ZHOsgf4WfNu7X1",0.69,0.578,"F#",-7.436,"Major",0.0929,0.167,0,0.305,0.416,99.961,"4/4",3M 13S
"604","Lorde","Tennis Court",2,"4ivBdCI1s9f6yDWFUvBtZo",0.758,0.546,"C",-8.597,"Major",0.0635,0.0156,0.000194,0.237,0.404,90.019,"4/4",3M 19S
"605","Lorde","The Louvre",1,"5q4BpnMrYEFzLO0dYODj6J",0.664,0.382,"C",-9.977,"Major",0.047,0.239,0.00749,0.0943,0.126,123.214,"4/4",4M 31S
"606","Lorde","The Love Club",3,"2yrJ1jWo3HLksJFUqUsZE4",0.794,0.493,"F",-7.257,"Major",0.0563,0.212,0.0133,0.13,0.626,92.026,"4/4",3M 21S
"607","Lorde","The Man with the Axe",4,"34kfMYJHLe5w352VsZ5hJ0",0.544,0.114,"E",-16.061,"Major",0.0337,0.95,9.4e-06,0.169,0.142,78.024,"4/4",4M 16S
"608","Lorde","The Path",5,"0jdbVCxHze7xkrdyac3Ksn",0.611,0.597,"F",-8.052,"Major",0.0463,0.436,0,0.105,0.0984,92.021,"4/4",3M 41S
"609","Lorde","Writer in the Dark",10,"193Dm5SqYy3hTSbuzxbwKc",0.325,0.271,"G",-8.069,"Major",0.0418,0.73,0,0.301,0.279,71.855,"4/4",3M 37S
"610","Lorde","Yellow Flicker Beat",2,"0Nf53RDPZEjFrQE4B5n6Vf",0.585,0.61,"C#",-8.388,"Major",0.0353,0.103,0.000314,0.113,0.0597,94.969,"4/4",3M 53S
"611","Love You Later","How Many Nights Do You Dance With Tears in Your Eyes?",1,"0UsjzHtruXEAspoNqDRXEy",0.571,0.309,"C#",-16.65,"Major",0.0282,0.328,0,0.112,0.564,109.95,"4/4",4M 49S
"612","Lucy Loone","Lobotomy",1,"24MFufVERpQAo8M9qSnwKp",0.743,0.339,"A",-15.568,"Minor",0.0358,0.416,0,0.226,0.509,100.016,"4/4",3M 5S
"613","Lucy Rose","Night Bus",4,"0Z10SwwtgxXK427P1CDcSG",0.503,0.271,"E",-12.101,"Major",0.0295,0.899,1.41e-05,0.0994,0.255,78.956,"4/4",3M 25S
"614","Lyn Lapid","when she loved me",3,"3198LMj0bpnXj8Mb1GLo3u",0.604,0.0458,"E",-19.031,"Major",0.0762,0.973,0,0.0963,0.617,76.235,"3/4",3M 8S
"615","M83","New Map",1,"6GdbwI8ytDROXDv1G7p34o",0.296,0.789,"A",-5.813,"Major",0.0524,0.000486,0.115,0.099,0.233,162.75,"4/4",4M 23S
"616","Mad Tsai","Boy Bi",1,"3OWK4KWwpo7prKUk8ytwCp",0.712,0.606,"F",-5.066,"Major",0.218,0.62,0,0.688,0.747,129.998,"4/4",2M 23S
"617","Maddie Jay","I Got You",5,"6isQbogGYftxsNzL2I2I1i",0.614,0.411,"E",-8.852,"Major",0.0301,0.757,0.0822,0.367,0.447,80.015,"4/4",3M 50S
"618","Madison Beer","Baby",3,"1X4ZkhlRRohkV33cITaJYs",0.705,0.707,"C",-5.174,"Major",0.0534,0.0799,0,0.149,0.452,117.974,"4/4",3M 28S
"619","Madison Beer","BOYSHIT",7,"6XiqdnMk2LLbmybmyx30jD",0.638,0.699,"C#",-6.542,"Major",0.0892,0.0203,0,0.0879,0.57,121.122,"4/4",2M 40S
"620","Madison Beer","Good in Goodbye",2,"4y3g40TWe7fCWCayJZuGvw",0.658,0.698,"B",-5.95,"Minor",0.177,0.433,0,0.174,0.456,139.054,"4/4",2M 22S
"621","Madison Beer","Hurts Like Hell (feat. Offset)",3,"3WefHNGtjexZvi66ZEx9u4",0.704,0.56,"C#",-6.791,"Minor",0.179,0.185,0,0.0948,0.609,75.003,"4/4",3M 27S
"622","Madison Beer","Reckless",22,"5ajjAnNRh8bxFvaVHzpPjh",0.386,0.426,"D#",-6.642,"Major",0.0363,0.807,0,0.14,0.261,180.104,"3/4",3M 23S
"623","Madison Beer","Selfish",2,"4PV0uE5pZSh44E3NqNNDEH",0.375,0.461,"A",-6.202,"Major",0.0279,0.627,0,0.386,0.233,75.217,"4/4",3M 43S
"624","Madison Beer","Teenager In Love",16,"2IRH2r95UDqvlrrMOgOXjU",0.673,0.579,"C",-5.398,"Major",0.0278,0.301,5.82e-06,0.0705,0.578,109.976,"3/4",3M 35S
"625","Madison Beer","The Beginning",1,"0lhDiOviH4xmzyYeOsn01M",0.262,0.301,"B",-9.702,"Major",0.0335,0.439,0.00241,0.0748,0.0481,102.399,"3/4",58S
"626","Madonna","Material Girl",1,"22sLuJYcvZOSoLLRYev1s5",0.742,0.883,"C",-3.419,"Major",0.0329,0.333,7.51e-06,0.0964,0.978,136.506,"4/4",4M 0S
"627","Magdalena Bay","Killshot - Slowed + Reverb",5,"6pdyvJQkPkwo2WoDH7tFHO",0.624,0.6,"C#",-7.8,"Major",0.0383,0.00114,0.00134,0.0676,0.379,84.122,"4/4",4M 38S
"628","Maggie Lindemann","Crash and Burn",5,"4wFK5ESRSBrmVDjOkOSa7g",0.463,0.836,"G",-2.224,"Major",0.0419,0.00142,0,0.342,0.379,169.916,"4/4",2M 40S
"629","Maggie Rogers","Together",1,"4f1OaJmo1t7GR2Z95q3GQr",0.335,0.756,"D",-3.555,"Major",0.0317,0.000446,8.24e-05,0.103,0.348,157.264,"4/4",3M 22S
"630","majiko","ひび割れた世界",3,"1FAq98nRubbF3H245G0UU9",0.524,0.777,"G#",-4.761,"Major",0.0409,0.138,0.000203,0.0466,0.435,167.966,"4/4",5M 23S
"631","MAMAMOO","Mumumumuch",2,"15djITIu5osnO9yIT29r0Z",0.74,0.828,"A#",-3.296,"Minor",0.0787,0.0756,0,0.14,0.819,120.072,"4/4",3M 29S
"632","Måneskin","Beggin'",1,"3Wrjm47oTz2sjIgck11l5e",0.714,0.8,"B",-4.808,"Minor",0.0504,0.127,0,0.359,0.589,134.002,"4/4",3M 32S
"633","Måneskin","I WANNA BE YOUR SLAVE",1,"4pt5fDVTg5GhEvEtlz9dKk",0.75,0.608,"C#",-4.008,"Major",0.0387,0.00165,0,0.178,0.958,132.507,"4/4",2M 53S
"634","María Isabel","Love song",1,"12ZIJvwUlRiu8KXomPkihd",0.544,0.373,"B",-12.172,"Minor",0.0885,0.877,0.00107,0.0984,0.329,136.741,"3/4",3M 28S
"635","Mariah Carey","Can't Take That Away (Mariah's Theme)",1,"2Epqce6wM48J6Wnlmhn42c",0.254,0.42,"A",-6.474,"Major",0.0361,0.733,0,0.147,0.176,203.783,"4/4",4M 32S
"636","Mariah the Scientist","Beetlejuice",1,"2sGW3oAAtVVz0hBLK33sol",0.73,0.491,"A",-8.172,"Major",0.105,0.251,0,0.107,0.228,77.952,"4/4",3M 43S
"637","Marilyn Monroe","Diamonds Are a Girl's Best Friend - from ""Gentlemen Prefer Blondes""",1,"4GKpEXCbrjJRH6K3M5B662",0.682,0.316,"A",-10.382,"Major",0.0942,0.934,0.00241,0.123,0.646,92.684,"4/4",3M 31S
"638","Marina","Ancient Dreams in a Modern Land",15,"1R1ihosU2CSEaSw8e5ZF6E",0.578,0.793,"A#",-5.002,"Minor",0.0453,0.0166,0,0.304,0.638,137.915,"4/4",3M 26S
"639","Marina","Bubblegum Bitch",1,"6IbnUaczZBT34DhaD6S18F",0.495,0.856,"C",-5.123,"Minor",0.0311,0.000219,0,0.103,0.609,158.024,"4/4",2M 35S
"640","Marina","How to Be a Heartbreaker",2,"2sEk5R8ErGIFxbZ7rX6S2S",0.69,0.897,"B",-4.696,"Minor",0.0506,0.0142,0,0.108,0.849,140.05,"4/4",3M 41S
"641","Marina","I Am Not A Robot",1,"4Og5nDOUVu3ZrYQP4Ungyg",0.606,0.636,"D",-4.559,"Major",0.0278,0.57,1.65e-06,0.0944,0.452,120.04,"4/4",3M 34S
"642","Marina","Karma",2,"7b76ZM3xf6EjaIfsbfhJkZ",0.724,0.7,"C",-3.725,"Minor",0.0284,0.118,0.000158,0.0804,0.396,96.026,"4/4",3M 24S
"643","Marina","Lies",3,"64f5bf2jyAkrsucnG9FXot",0.561,0.671,"G",-5.582,"Major",0.0338,0.0154,0,0.171,0.278,124.06,"4/4",3M 46S
"644","Marina","Obsessions",1,"0X3VdkebZGTuL9sMOMoyHy",0.721,0.616,"A",-6.795,"Minor",0.0343,0.677,0.00124,0.0841,0.521,104.955,"4/4",3M 28S
"645","Marina","Venus Fly Trap",8,"6h7AmUi3ghBeEfsZygAxOd",0.586,0.856,"A",-4.392,"Minor",0.0512,0.0883,1.73e-06,0.341,0.518,135.095,"4/4",2M 39S
"646","Matilda the Musical Original Cast","Quiet",2,"2OShSwyI5I6XU45ipUux6Q",0.536,0.227,"F",-11.265,"Major",0.0553,0.851,0,0.105,0.11,130.901,"3/4",3M 48S
"647","Matt Maltese","Even If It's a Lie - Demo",2,"0MVeLASrPyBrC6hwwhIMwu",0.481,0.293,"D",-5.999,"Major",0.0294,0.948,7.11e-05,0.11,0.134,82.965,"4/4",3M 58S
"648","Maude Latour","Furniture",1,"6Yw8OzTprQU3pqwnBRodi3",0.722,0.817,"C",-2.872,"Minor",0.0488,0.0401,5.57e-05,0.255,0.785,130.014,"4/4",2M 36S
"649","Maude Latour","One More Weekend",1,"19YOJKCVvOL7v6B2Oe3UBc",0.627,0.565,"D#",-6.922,"Major",0.122,0.537,0,0.214,0.514,131.083,"3/4",2M 23S
"650","MAYE","LA CANCIÓN",1,"2wIgWVIyA4bzRW6RmdXMoI",0.761,0.701,"G",-6.014,"Minor",0.329,0.063,0.000233,0.148,0.448,93.986,"4/4",3M 32S
"651","MAYE","Tú",1,"1jecO8NeYLsVWVptITz4c1",0.732,0.555,"F",-7.973,"Major",0.0326,0.627,0,0.112,0.73,114.982,"4/4",3M 27S
"652","Megan Thee Stallion","Body",1,"0A1hoCfMLkiAgvhWkkucJa",0.914,0.732,"G#",-6.1,"Minor",0.241,0.0166,0,0.107,0.469,94.066,"4/4",2M 51S
"653","Megan Thee Stallion","Cocky AF",1,"7hdR7gLsPQ6EXGeghibSK3",0.628,0.621,"E",-9.585,"Minor",0.356,0.00629,0,0.113,0.528,130.016,"4/4",2M 57S
"654","Megan Thee Stallion","Girls in the Hood",7,"6WbTTAGKrQtCQvmc5BuYfh",0.821,0.863,"F#",-3.159,"Major",0.353,0.00824,0,0.0377,0.874,180.013,"4/4",2M 34S
"655","Megan Thee Stallion","Hot Girl",1,"5N1o6d8zGcSZSeMFkOUQOk",0.872,0.814,"C",-4.568,"Major",0.155,0.00485,1.96e-06,0.214,0.57,98.985,"4/4",3M 19S
"656","Megan Thee Stallion","Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)",1,"5N1o6d8zGcSZSeMFkOUQOk",0.872,0.814,"C",-4.568,"Major",0.155,0.00485,1.96e-06,0.214,0.57,98.985,"4/4",3M 19S
"657","Megan Thee Stallion","Thot Shit",3,"5zNW5ARjYhJQJz1AChP33n",0.95,0.693,"A",-3.424,"Major",0.0898,0.0133,0,0.173,0.891,130.02,"4/4",3M 5S
"658","Megan Thee Stallion","What’s New",1,"3jRHehB5ulTMKfK5WaqDqc",0.934,0.873,"C#",-4.707,"Major",0.309,0.00488,0,0.0832,0.721,139.997,"4/4",2M 35S
"659","Melanie Martinez","Fire Drill",2,"6TNWeqDnqdqIQWYMWZmzTA",0.762,0.596,"A",-8.152,"Major",0.075,0.29,0,0.0691,0.378,116.887,"4/4",4M 15S
"660","Melanie Martinez","High School Sweethearts",2,"7FwWRSAlhfyhbvybdfDUCe",0.648,0.639,"A#",-6.415,"Minor",0.123,0.453,0,0.283,0.44,94.033,"4/4",5M 11S
"661","Melanie Martinez","Mrs. Potato Head",1,"3K1tdhoeE6koNnWgAxEK9Y",0.517,0.622,"C#",-3.536,"Minor",0.0577,0.174,0,0.105,0.463,170.154,"4/4",3M 38S
"662","Melanie Martinez","Play Date",1,"4DpNNXFMMxQEKl7r0ykkWA",0.68,0.729,"F",-5.077,"Major",0.0475,0.612,0,0.224,0.446,123.97,"4/4",3M 0S
"663","Melanie Martinez","Test Me",1,"45x3yuEpjmiqL4SFdT4srk",0.612,0.615,"C",-5.303,"Minor",0.199,0.147,0,0.21,0.639,173.984,"3/4",2M 55S
"664","Mena Massoud","Desert Moon - From ""Aladdin""",1,"7FuZqK5UWubkIWVzq6l3OT",0.397,0.113,"G#",-14.601,"Major",0.0362,0.892,1.42e-06,0.108,0.166,89.744,"4/4",2M 52S
"665","Metric","Black Sheep - Brie Larson Vocal Version",7,"60TThBDrPpek5k520l0W0L",0.462,0.599,"B",-5.735,"Minor",0.0375,0.000278,0.000441,0.0909,0.173,123.938,"4/4",4M 54S
"666","Mia Rodriguez","Psycho",1,"5Zo98Wsbm7Y4MjSyuv9n9e",0.799,0.496,"F",-7.882,"Minor",0.0542,0.387,0.0506,0.164,0.159,100.004,"4/4",2M 56S
"667","Michaela Jaé","Something To Say",1,"5CznIqYyWcPBQ9YaIJtLLF",0.699,0.895,"D",-5.291,"Major",0.148,0.264,0,0.191,0.782,111.996,"4/4",4M 5S
"668","Miley Cyrus","Heart of Glass (Live from the iHeart Festival)",1,"5i7ThJfYLAzp2DyZuFpF6j",0.58,0.908,"E",-5.303,"Major",0.0341,0.000335,4.84e-05,0.087,0.427,115.016,"4/4",3M 34S
"669","Miley Cyrus","Midnight Sky",5,"27ycaQnQAxaPiyeg3nr2aB",0.705,0.814,"E",-5.466,"Minor",0.0346,0.00115,0.00312,0.203,0.259,110,"4/4",3M 43S
"670","Miley Cyrus","Plastic Hearts",10,"6qCsKKS7Ol63SJW3LOIX5R",0.551,0.756,"D",-4.948,"Major",0.0652,0.0511,0,0.0765,0.618,175.984,"4/4",3M 26S
"671","Min.a","by(e)",1,"16UZu6DcGmq9E06yQYNhMv",0.66,0.296,"C",-14.637,"Major",0.0391,0.435,0.00573,0.0909,0.272,125.976,"3/4",3M 34S
"672","Miracle Tones","639 Hz Attract Love & Raise Positive Energy",1,"6RUOuyUt7978wDdDyBVx84",0.261,0.29,"E",-21.365,"Major",0.0403,0.947,0.634,0.0976,0.0665,66.172,"5/4",2M 48S
"673","Missy Elliott","DripDemeanor (feat. Sum1)",1,"1SKRlqFgMVRcILCxhIMsoa",0.843,0.515,"C",-6.631,"Major",0.283,0.0666,0,0.114,0.346,119.996,"4/4",3M 52S
"674","Missy Elliott","Let It Bump",1,"7Ftjiy0DqA8uxdGoeTwUwT",0.946,0.538,"G#",-7.948,"Major",0.33,0.398,0.00131,0.0581,0.829,108.142,"4/4",2M 50S
"675","Mitski","Carry Me Out",1,"4CwGmNXIrcp04sjG3pajXY",0.192,0.38,"G",-8.757,"Major",0.0359,0.0203,0.000763,0.162,0.11,119.329,"3/4",3M 53S
"676","Mitski","Nobody",3,"2P5yIMu2DNeMXTyOANKS6k",0.398,0.717,"C",-5.253,"Major",0.0398,0.07,0,0.085,0.487,117.296,"4/4",3M 13S
"677","Monita","Free Spirit",1,"6OJSUNiOQEybU9cbrJT992",0.921,0.317,"A",-12.886,"Minor",0.0759,0.229,0.000285,0.112,0.43,125.022,"4/4",2M 20S
"678","Monsieur Periné","Nuestra Canción",2,"5reQI13tWWYDLMrGcUF4Mk",0.906,0.731,"F#",-7.021,"Minor",0.0977,0.426,4.55e-06,0.0853,0.794,106.995,"4/4",4M 20S
"679","MONSTA X","HERO",2,"6gorwqDJ7bsdCHcVs5uS9u",0.683,0.893,"F",-3.086,"Minor",0.162,0.0754,0,0.226,0.909,146.082,"4/4",3M 52S
"680","Moon Byul","Absence",1,"1wj8oNg5fN2zltrUIJGjoN",0.626,0.737,"A",-3.376,"Minor",0.0536,0.242,0,0.121,0.178,139.728,"4/4",3M 39S
"681","Moonlight Scorpio","Mental Health",4,"4jKMeSLQnZTafXY7iW0jn6",0.815,0.155,"F#",-23.385,"Major",0.341,0.319,0,0.121,0.463,129.952,"4/4",2M 7S
"682","Mother Mother","Burning Pile",2,"0zMAvsQmaQ4DGsmXtKixpn",0.516,0.755,"F",-3.724,"Major",0.0383,0.0633,0.00103,0.107,0.165,140.099,"4/4",4M 22S
"683","Mothica","buzzkill",1,"1xFkcJjWuLlq8CIymwSTw9",0.638,0.755,"G#",-5.614,"Minor",0.0682,0.362,3.09e-06,0.329,0.739,169.953,"4/4",2M 20S
"684","Mothica","VICES",1,"7DHEHWkrnrn2PvcR7lnD10",0.492,0.577,"C",-6.653,"Minor",0.234,0.355,0,0.136,0.262,138.827,"5/4",2M 58S
"685","Ms Nina","Noche de Verano",1,"699JEh7801ltCoKOoIBtwL",0.68,0.787,"C#",-6.275,"Minor",0.0368,0.171,0.0485,0.0937,0.922,93.003,"4/4",3M 28S
"686","MSFTZ","Tell me about your world",1,"7egcd8TpHmrRdFzaZQGSGj",0.367,0.5,"C#",-5.427,"Major",0.0282,0.601,3.44e-06,0.12,0.318,179.631,"4/4",4M 12S
"687","Music Hero","KLWKN",1,"1pi3VCMlGVaXvrjlVOkBPN",0.493,0.394,"D",-6.997,"Major",0.0366,0.575,0,0.267,0.375,152.03,"4/4",4M 17S
"688","mxmtoon","creep",1,"7aHKcqM6ooNnM122ydEyGq",0.699,0.461,"B",-8.382,"Major",0.0313,0.664,0.00582,0.0872,0.0703,103.989,"4/4",3M 31S
"689","mxmtoon","prom dress",1,"2xCGBWfzTe8l2kvHpgvB6M",0.56,0.674,"A#",-6.048,"Major",0.0446,0.698,0,0.123,0.421,119.942,"4/4",3M 18S
"690","mxmtoon","the idea of you",1,"5JLn32Lv3XQAWxBCDyXpO4",0.51,0.0785,"D",-17.999,"Major",0.106,0.964,1.19e-06,0.136,0.356,172.908,"4/4",2M 48S
"691","Naïka","Head in the Clouds - Remix",1,"48Q7AbqVYfcNKqvHL5BV7j",0.565,0.625,"B",-7.402,"Major",0.298,0.326,0.00262,0.135,0.58,106.012,"4/4",2M 33S
"692","Nan-Ana","Ruinous One",1,"3yXY3A2r0CUwkYLUTdjrWu",0.833,0.444,"E",-8.08,"Major",0.119,0.74,0,0.172,0.711,80,"4/4",3M 25S
"693","Naomi Scott","Speechless (Full)",1,"0XPsOSYzDJZJArevQNm2AR",0.474,0.489,"F#",-7.625,"Minor",0.0342,0.467,0,0.119,0.23,124.844,"4/4",3M 29S
"694","Nathy Peluso","LLAMAME",1,"5Is75bTGs5JHmynj29tJfb",0.808,0.4,"G",-8.704,"Minor",0.269,0.493,0,0.0705,0.671,84.948,"4/4",3M 41S
"695","Nelly Furtado","Maneater",4,"4wH4dJgrsxONID6KS2tDQM",0.796,0.777,"F#",-4.81,"Major",0.0397,0.0261,0.000358,0.121,0.787,132.722,"4/4",4M 19S
"696","Nicki Minaj","Anaconda",2,"794F99D5BQHS5ZGRXAs7I5",0.964,0.605,"A",-6.223,"Major",0.179,0.0668,7.78e-06,0.214,0.646,129.994,"4/4",4M 20S
"697","Nicki Minaj","Barbie Dreams",1,"6Poyf51k7W3NKnsGwAI90B",0.85,0.787,"G#",-4.134,"Minor",0.338,0.313,0,0.194,0.7,87.983,"4/4",4M 40S
